"id","destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y","Age_Group","Time_of_Day","Coupon_Status"
"E38063","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Male","31","Married partner",0,"Bachelors degree","Management","$87500 - $99999","","1~3","4~8","1~3","gt8","gt8",1,0,0,1,0,"1","50 Below","Morning",NA
"E39078","No Urgent Place","Kid(s)","Sunny",55,"6PM","Coffee House","2h","Male","36","Unmarried partner",1,"Some college - no degree","Unemployed","$87500 - $99999","","1~3","less1","4~8","1~3","less1",1,1,0,0,1,"1","50 Below","Evening",NA
"E39087","No Urgent Place","Friend(s)","Sunny",80,"10PM","Coffee House","1d","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Food Preparation & Serving Related","$100000 or More","","less1","gt8","4~8","4~8","4~8",1,1,0,0,1,"1","50 Below","Night",NA
"E39133","No Urgent Place","Alone","Sunny",80,"2PM","Restaurant(<20)","2h","Male","31","Single",0,"High School Graduate","Unemployed","$12500 - $24999","","never","never","1~3","1~3","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"E39387","No Urgent Place","Friend(s)","Snowy",30,"2PM","Restaurant(<20)","1d","Female","50plus","Single",1,"Bachelors degree","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1",1,0,0,0,1,"1","50 Above","Afternoon",NA
"E40724","Work","Alone","Sunny",55,"7AM","Coffee House","1d","Male","26","Single",0,"Bachelors degree","Sales & Related","$75000 - $87499","","never","never","1~3","1~3","1~3",1,1,0,0,1,"0","50 Below","Morning",NA
"E40767","No Urgent Place","Friend(s)","Sunny",55,"2PM","Coffee House","1d","Male","50plus","Married partner",1,"Graduate degree (Masters or Doctorate)","Retired","$62500 - $74999","","never","4~8","1~3","4~8","less1",1,0,0,0,1,"1","50 Above","Afternoon",NA
"E41692","No Urgent Place","Partner","Rainy",55,"2PM","Restaurant(<20)","2h","Male","31","Married partner",0,"Graduate degree (Masters or Doctorate)","Business & Financial","$75000 - $87499","","1~3","4~8","less1","4~8","less1",1,1,0,0,1,"0","50 Below","Afternoon",NA
"E41961","No Urgent Place","Friend(s)","Sunny",80,"10AM","Bar","1d","Female","below21","Single",0,"Some college - no degree","Student","$100000 or More","","never","1~3","4~8","4~8","1~3",1,0,0,0,1,"1","50 Below","Morning",NA
"E41969","No Urgent Place","Kid(s)","Sunny",80,"2PM","Coffee House","1d","Male","31","Married partner",1,"Some college - no degree","Farming Fishing & Forestry","$37500 - $49999","","less1","less1","less1","1~3","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"E42127","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Female","36","Married partner",1,"Graduate degree (Masters or Doctorate)","Arts Design Entertainment Sports & Media","$50000 - $62499","","4~8","gt8","4~8","4~8","1~3",1,0,0,0,1,"0","50 Below","Evening",NA
"E42249","No Urgent Place","Friend(s)","Sunny",30,"10PM","Carry out & Take away","1d","Male","36","Married partner",1,"Bachelors degree","Computer & Mathematical","$100000 or More","","less1","never","1~3","less1","less1",1,1,0,0,1,"1","50 Below","Night",NA
"E42257","No Urgent Place","Friend(s)","Sunny",55,"2PM","Carry out & Take away","1d","Female","41","Divorced",1,"Bachelors degree","Arts Design Entertainment Sports & Media","$12500 - $24999","","never","gt8","less1","1~3","never",1,1,0,0,1,"1","50 Below","Afternoon",NA
"X42300","No Urgent Place","Friend(s)","Snowy",30,"2PM","Restaurant(<20)","1d","Female","41","Married partner",1,"Associates degree","Unemployed","$62500 - $74999","","less1","less1","less1","less1","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"E42300","Home","Alone","Rainy",55,"6PM","Bar","1d","Male","below21","Single",0,"Some college - no degree","Student","$25000 - $37499","","never","never","less1","never","Unknown",1,1,1,0,1,"0","50 Below","Evening",NA
"E42475","Work","Alone","Sunny",30,"7AM","Bar","1d","Male","36","Married partner",1,"Bachelors degree","Sales & Related","$62500 - $74999","","never","never","less1","1~3","1~3",1,0,0,0,1,"0","50 Below","Morning",NA
"E42720","No Urgent Place","Friend(s)","Sunny",55,"2PM","Carry out & Take away","1d","Male","21","Single",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$50000 - $62499","","never","never","1~3","less1","never",1,1,0,0,1,"1","50 Below","Afternoon",NA
"E42741","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Male","26","Single",0,"High School Graduate","Sales & Related","$12500 - $24999","","never","never","4~8","1~3","never",1,1,0,0,1,"1","50 Below","Morning",NA
"E42793","Home","Alone","Sunny",55,"6PM","Bar","1d","Male","36","Married partner",1,"Graduate degree (Masters or Doctorate)","Life Physical Social Science","$100000 or More","","less1","4~8","1~3","1~3","less1",1,0,0,1,0,"1","50 Below","Evening",NA
"E42923","Home","Alone","Sunny",55,"6PM","Bar","1d","Male","36","Single",0,"Some college - no degree","Sales & Related","$50000 - $62499","","never","never","less1","4~8","less1",1,0,0,1,0,"0","50 Below","Evening",NA
"E42928","No Urgent Place","Friend(s)","Sunny",80,"2PM","Restaurant(20-50)","2h","Female","50plus","Married partner",1,"Some college - no degree","Education&Training&Library","$50000 - $62499","","less1","never","4~8","1~3","less1",1,1,0,0,1,"0","50 Above","Afternoon",NA
"E43261","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Male","36","Married partner",1,"Graduate degree (Masters or Doctorate)","Transportation & Material Moving","$87500 - $99999","","less1","less1","less1","1~3","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"E43266","No Urgent Place","Partner","Sunny",80,"10AM","Restaurant(20-50)","1d","Male","50plus","Unmarried partner",1,"Associates degree","Retired","$50000 - $62499","","never","4~8","4~8","1~3","less1",1,0,0,0,1,"0","50 Above","Morning",NA
"E43484","Work","Alone","Rainy",55,"7AM","Bar","1d","Male","36","Single",0,"Graduate degree (Masters or Doctorate)","Unemployed","Less than $12500","","never","less1","less1","4~8","less1",1,1,1,0,1,"0","50 Below","Morning",NA
"E43496","No Urgent Place","Partner","Sunny",80,"10AM","Coffee House","1d","Male","26","Married partner",0,"Bachelors degree","Computer & Mathematical","$75000 - $87499","","1~3","never","1~3","1~3","less1",1,1,0,0,1,"0","50 Below","Morning",NA
"E43583","No Urgent Place","Friend(s)","Sunny",80,"10PM","Bar","1d","Male","41","Single",0,"Bachelors degree","Business & Financial","$62500 - $74999","","1~3","4~8","1~3","4~8","4~8",1,1,0,0,1,"1","50 Below","Night",NA
"E43889","No Urgent Place","Friend(s)","Sunny",55,"2PM","Coffee House","1d","Male","36","Married partner",0,"Graduate degree (Masters or Doctorate)","Sales & Related","$100000 or More","","1~3","less1","1~3","4~8","1~3",1,0,0,0,1,"1","50 Below","Afternoon",NA
"E44169","Work","Alone","Snowy",30,"7AM","Coffee House","1d","Female","36","Married partner",1,"Some college - no degree","Unemployed","Less than $12500","","never","never","4~8","less1","less1",1,0,0,1,0,"0","50 Below","Morning",NA
"E44504","Home","Partner","Sunny",30,"10PM","Bar","2h","Female","50plus","Married partner",1,"Bachelors degree","Unemployed","$37500 - $49999","","never","less1","1~3","1~3","1~3",1,1,1,0,1,"0","50 Above","Night",NA
"E45677","No Urgent Place","Alone","Sunny",55,"6PM","Coffee House","2h","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$75000 - $87499","","less1","4~8","gt8","1~3","less1",1,0,0,0,1,"1","50 Below","Evening",NA
"E46074","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Male","below21","Single",0,"Some college - no degree","Student","Less than $12500","","1~3","4~8","1~3","gt8","4~8",1,1,1,0,1,"0","50 Below","Evening",NA
"E46110","No Urgent Place","Friend(s)","Sunny",80,"10PM","Bar","1d","Male","26","Single",0,"High School Graduate","Unemployed","$37500 - $49999","","gt8","gt8","gt8","gt8","gt8",1,1,0,0,1,"1","50 Below","Night",NA
"E46168","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Male","50plus","Single",0,"Some college - no degree","Office & Administrative Support","$12500 - $24999","","1~3","1~3","less1","1~3","less1",1,1,0,0,1,"0","50 Above","Morning",NA
"E46185","No Urgent Place","Friend(s)","Sunny",80,"6PM","Coffee House","1d","Female","31","Married partner",0,"Some college - no degree","Arts Design Entertainment Sports & Media","$100000 or More","","less1","less1","gt8","4~8","less1",1,0,0,0,1,"1","50 Below","Evening",NA
"E46451","Home","Partner","Sunny",30,"10PM","Restaurant(<20)","1d","Female","31","Unmarried partner",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$50000 - $62499","","less1","1~3","less1","1~3","less1",1,0,0,1,0,"1","50 Below","Night",NA
"E46693","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","2h","Male","21","Single",0,"Bachelors degree","Computer & Mathematical","$12500 - $24999","","less1","1~3","gt8","gt8","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
"E46857","Home","Alone","Rainy",55,"6PM","Bar","1d","Female","50plus","Divorced",1,"Some college - no degree","Unemployed","$37500 - $49999","","never","never","4~8","1~3","less1",1,1,1,0,1,"0","50 Above","Evening",NA
"E47129","Home","Alone","Sunny",80,"10PM","Restaurant(20-50)","1d","Female","21","Single",0,"Bachelors degree","Business & Financial","$50000 - $62499","","less1","gt8","gt8","gt8","4~8",1,1,0,0,1,"1","50 Below","Night",NA
"E47132","Home","Alone","Rainy",55,"6PM","Bar","1d","Male","21","Single",1,"Some college - no degree","Personal Care & Service","$25000 - $37499","","1~3","4~8","less1","never","never",1,1,1,0,1,"1","50 Below","Evening",NA
"E47857","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Male","36","Married partner",1,"Associates degree","Management","$87500 - $99999","","never","Unknown","less1","less1","never",1,1,0,0,1,"0","50 Below","Evening",NA
"E47919","Work","Alone","Rainy",55,"7AM","Bar","1d","Male","31","Unmarried partner",0,"Bachelors degree","Sales & Related","$12500 - $24999","","never","less1","1~3","1~3","never",1,1,1,0,1,"1","50 Below","Morning",NA
"E48111","Work","Alone","Sunny",80,"7AM","Restaurant(<20)","1d","Female","46","Married partner",0,"Bachelors degree","Construction & Extraction","$12500 - $24999","","1~3","4~8","4~8","1~3","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"E48184","No Urgent Place","Alone","Sunny",80,"10AM","Coffee House","1d","Male","50plus","Married partner",1,"Graduate degree (Masters or Doctorate)","Education&Training&Library","$87500 - $99999","","never","4~8","1~3","4~8","less1",1,1,0,0,1,"1","50 Above","Morning",NA
"E48257","Work","Alone","Sunny",80,"7AM","Restaurant(<20)","1d","Male","26","Single",0,"Some college - no degree","Transportation & Material Moving","$62500 - $74999","","4~8","less1","gt8","4~8","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"E50200","No Urgent Place","Alone","Sunny",55,"10AM","Coffee House","2h","Male","21","Single",0,"High School Graduate","Unemployed","Less than $12500","","Unknown","Unknown","Unknown","Unknown","Unknown",1,0,0,0,1,"0","50 Below","Morning",NA
"E50772","Home","Alone","Snowy",30,"10PM","Restaurant(20-50)","2h","Male","26","Single",0,"Bachelors degree","Business & Financial","$100000 or More","","4~8","1~3","less1","1~3","less1",1,0,0,0,1,"0","50 Below","Night",NA
"E51408","No Urgent Place","Friend(s)","Sunny",80,"10AM","Carry out & Take away","2h","Female","26","Single",0,"Associates degree","Unemployed","Less than $12500","","1~3","less1","4~8","less1","4~8",1,1,0,0,1,"1","50 Below","Morning",NA
"E51685","No Urgent Place","Partner","Sunny",80,"10AM","Bar","2h","Male","26","Married partner",0,"Bachelors degree","Computer & Mathematical","$62500 - $74999","","never","less1","less1","gt8","1~3",1,0,0,0,1,"0","50 Below","Morning",NA
"E51744","No Urgent Place","Kid(s)","Sunny",80,"10AM","Restaurant(<20)","2h","Female","36","Divorced",1,"Graduate degree (Masters or Doctorate)","Student","$12500 - $24999","","never","gt8","gt8","gt8","1~3",1,1,0,0,1,"0","50 Below","Morning",NA
"E51854","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Male","21","Unmarried partner",0,"Bachelors degree","Education&Training&Library","$12500 - $24999","","1~3","4~8","4~8","4~8","never",1,1,1,0,1,"1","50 Below","Morning",NA
"E52604","No Urgent Place","Friend(s)","Sunny",55,"10PM","Bar","2h","Female","41","Married partner",1,"Associates degree","Unemployed","$62500 - $74999","","less1","less1","less1","less1","less1",1,1,0,0,1,"0","50 Below","Night",NA
"E53347","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Female","36","Married partner",1,"Some college - no degree","Computer & Mathematical","$25000 - $37499","","never","never","1~3","less1","never",1,0,0,1,0,"0","50 Below","Evening",NA
"E54524","Home","Alone","Sunny",80,"10PM","Carry out & Take away","1d","Male","below21","Single",0,"Some college - no degree","Student","$87500 - $99999","","never","4~8","Unknown","4~8","less1",1,0,0,1,0,"1","50 Below","Night",NA
"E54709","Home","Partner","Sunny",30,"10PM","Carry out & Take away","2h","Male","31","Married partner",1,"Some college - no degree","Construction & Extraction","$37500 - $49999","","never","never","4~8","4~8","1~3",1,1,0,0,1,"1","50 Below","Night",NA
"E54791","No Urgent Place","Friend(s)","Sunny",80,"10PM","Bar","1d","Female","31","Single",0,"Associates degree","Arts Design Entertainment Sports & Media","$75000 - $87499","","Unknown","less1","gt8","1~3","less1",1,1,0,0,1,"1","50 Below","Night",NA
"E54864","No Urgent Place","Friend(s)","Sunny",80,"6PM","Restaurant(<20)","2h","Male","26","Single",0,"High School Graduate","Sales & Related","$12500 - $24999","","never","never","4~8","1~3","never",1,1,0,0,1,"1","50 Below","Evening",NA
"E55053","Home","Alone","Sunny",80,"6PM","Carry out & Take away","2h","Female","31","Married partner",1,"Bachelors degree","Student","$37500 - $49999","","never","less1","gt8","4~8","less1",1,1,0,1,0,"1","50 Below","Evening",NA
"E55737","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","2h","Male","50plus","Married partner",1,"Graduate degree (Masters or Doctorate)","Education&Training&Library","$25000 - $37499","","less1","1~3","1~3","1~3","less1",1,0,0,1,0,"0","50 Above","Morning",NA
"E55750","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Female","50plus","Married partner",1,"Graduate degree (Masters or Doctorate)","Education&Training&Library","$100000 or More","","4~8","gt8","4~8","4~8","4~8",1,0,0,1,0,"1","50 Above","Morning",NA
"E55860","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","2h","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$75000 - $87499","","less1","4~8","gt8","1~3","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"E56141","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Female","21","Single",0,"High School Graduate","Unemployed","Less than $12500","","1~3","never","4~8","1~3","less1",1,1,0,0,1,"0","50 Below","Morning",NA
"E56760","No Urgent Place","Friend(s)","Snowy",30,"10PM","Carry out & Take away","1d","Male","26","Married partner",0,"Bachelors degree","Computer & Mathematical","$50000 - $62499","","less1","less1","1~3","less1","less1",1,1,0,0,1,"1","50 Below","Night",NA
"E57230","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Female","31","Single",0,"Bachelors degree","Community & Social Services","$50000 - $62499","","4~8","1~3","1~3","1~3","less1",1,0,0,1,0,"1","50 Below","Evening",NA
"E57616","Work","Alone","Snowy",30,"7AM","Coffee House","1d","Female","31","Married partner",0,"Some college - no degree","Computer & Mathematical","$100000 or More","","less1","less1","gt8","4~8","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"E57995","No Urgent Place","Partner","Sunny",80,"10AM","Restaurant(<20)","2h","Female","31","Married partner",0,"Some college - no degree","Arts Design Entertainment Sports & Media","$100000 or More","","less1","less1","gt8","4~8","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
"E58096","Work","Alone","Snowy",30,"7AM","Bar","1d","Female","21","Married partner",1,"Bachelors degree","Unemployed","$37500 - $49999","","never","less1","1~3","1~3","less1",1,1,1,0,1,"0","50 Below","Morning",NA
"E58806","No Urgent Place","Friend(s)","Rainy",55,"10PM","Bar","2h","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Business & Financial","$87500 - $99999","","less1","1~3","4~8","1~3","less1",1,1,0,0,1,"0","50 Below","Night",NA
"E59815","Work","Alone","Sunny",55,"7AM","Bar","1d","Female","26","Unmarried partner",0,"High School Graduate","Business & Financial","$12500 - $24999","","never","1~3","less1","1~3","never",1,1,1,0,1,"0","50 Below","Morning",NA
"E60037","No Urgent Place","Friend(s)","Sunny",80,"6PM","Coffee House","2h","Male","26","Single",0,"Graduate degree (Masters or Doctorate)","Sales & Related","$12500 - $24999","Scooter and motorcycle","less1","4~8","4~8","1~3","never",1,0,0,0,1,"0","50 Below","Evening",NA
"E60046","No Urgent Place","Friend(s)","Sunny",80,"6PM","Restaurant(<20)","1d","Female","50plus","Single",0,"Graduate degree (Masters or Doctorate)","Unemployed","Less than $12500","","never","gt8","1~3","less1","less1",1,1,0,0,1,"1","50 Above","Evening",NA
"E60727","Work","Alone","Sunny",55,"7AM","Coffee House","2h","Male","36","Unmarried partner",0,"Bachelors degree","Education&Training&Library","$25000 - $37499","","less1","never","4~8","gt8","less1",1,1,0,0,1,"0","50 Below","Morning",NA
"E60808","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Female","31","Single",1,"Bachelors degree","Production Occupations","$37500 - $49999","","less1","less1","4~8","Unknown","less1",1,0,0,1,0,"0","50 Below","Evening",NA
"E60919","Home","Alone","Sunny",80,"6PM","Restaurant(<20)","2h","Female","50plus","Married partner",1,"Graduate degree (Masters or Doctorate)","Education&Training&Library","$100000 or More","","4~8","gt8","4~8","4~8","4~8",1,0,0,1,0,"1","50 Above","Evening",NA
"E60991","Work","Alone","Sunny",55,"7AM","Restaurant(<20)","1d","Male","50plus","Unmarried partner",1,"Some college - no degree","Installation Maintenance & Repair","$12500 - $24999","","4~8","less1","1~3","1~3","less1",1,0,0,0,1,"1","50 Above","Morning",NA
"E61021","No Urgent Place","Alone","Sunny",80,"10AM","Coffee House","2h","Male","21","Single",0,"Bachelors degree","Protective Service","$25000 - $37499","","never","never","gt8","less1","less1",1,1,0,0,1,"0","50 Below","Morning",NA
"E61535","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Male","21","Single",0,"High School Graduate","Unemployed","$25000 - $37499","","less1","1~3","4~8","1~3","less1",1,0,0,0,1,"0","50 Below","Evening",NA
"E61563","No Urgent Place","Friend(s)","Sunny",80,"6PM","Restaurant(<20)","2h","Female","21","Single",0,"Bachelors degree","Arts Design Entertainment Sports & Media","$100000 or More","","less1","less1","1~3","1~3","1~3",1,1,0,0,1,"1","50 Below","Evening",NA
"E61682","Work","Alone","Sunny",55,"7AM","Restaurant(<20)","1d","Female","50plus","Married partner",1,"Associates degree","Legal","$100000 or More","","less1","never","gt8","4~8","1~3",1,0,0,0,1,"1","50 Above","Morning",NA
"E61921","No Urgent Place","Alone","Snowy",30,"2PM","Bar","1d","Male","41","Married partner",1,"Bachelors degree","Arts Design Entertainment Sports & Media","$37500 - $49999","","Unknown","less1","1~3","4~8","1~3",1,0,0,0,1,"0","50 Below","Afternoon",NA
"E62231","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","1d","Male","36","Married partner",1,"Some college - no degree","Management","$50000 - $62499","","less1","1~3","4~8","1~3","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"E62673","Work","Alone","Sunny",30,"7AM","Bar","1d","Male","31","Single",0,"Bachelors degree","Education&Training&Library","$50000 - $62499","","never","never","1~3","1~3","1~3",1,1,0,1,0,"0","50 Below","Morning",NA
"E63179","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Female","26","Unmarried partner",0,"Graduate degree (Masters or Doctorate)","Legal","$37500 - $49999","","less1","less1","1~3","less1","never",1,1,1,0,1,"0","50 Below","Morning",NA
"E63323","Home","Alone","Snowy",30,"10PM","Restaurant(20-50)","2h","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$75000 - $87499","","less1","4~8","gt8","1~3","less1",1,0,0,0,1,"0","50 Below","Night",NA
"E63394","Home","Alone","Rainy",55,"10PM","Coffee House","2h","Male","26","Single",1,"Some High School","Unemployed","Less than $12500","","1~3","gt8","4~8","4~8","4~8",1,0,0,1,0,"0","50 Below","Night",NA
"E63838","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Female","31","Married partner",1,"Bachelors degree","Sales & Related","$12500 - $24999","","less1","1~3","1~3","1~3","less1",1,0,0,0,1,"1","50 Below","Evening",NA
"E64807","Home","Kid(s)","Sunny",80,"10PM","Carry out & Take away","2h","Female","21","Married partner",1,"Associates degree","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3",1,1,0,0,1,"1","50 Below","Night",NA
"E65208","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","1d","Male","26","Single",0,"High School Graduate","Unemployed","$37500 - $49999","","gt8","gt8","gt8","gt8","gt8",1,1,0,0,1,"1","50 Below","Afternoon",NA
"E65210","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Male","31","Married partner",1,"Graduate degree (Masters or Doctorate)","Management","$87500 - $99999","","never","never","4~8","gt8","4~8",1,0,0,1,0,"0","50 Below","Morning",NA
"E65995","No Urgent Place","Friend(s)","Sunny",80,"10PM","Coffee House","1d","Male","below21","Single",0,"High School Graduate","Student","$87500 - $99999","","never","less1","1~3","4~8","4~8",1,1,0,0,1,"1","50 Below","Night",NA
"E66471","Home","Alone","Sunny",30,"6PM","Restaurant(20-50)","1d","Male","21","Single",1,"Some college - no degree","Personal Care & Service","$25000 - $37499","","1~3","4~8","less1","never","never",1,0,0,1,0,"1","50 Below","Evening",NA
"E67435","No Urgent Place","Alone","Sunny",55,"10AM","Coffee House","2h","Male","21","Single",0,"Some college - no degree","Student","$100000 or More","","less1","less1","1~3","less1","never",1,0,0,0,1,"1","50 Below","Morning",NA
"E67456","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Male","21","Unmarried partner",0,"Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","","1~3","less1","1~3","1~3","never",1,0,0,1,0,"1","50 Below","Morning",NA
"E67897","No Urgent Place","Friend(s)","Snowy",30,"10PM","Carry out & Take away","1d","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Business & Financial","$87500 - $99999","","less1","1~3","4~8","1~3","less1",1,1,0,0,1,"0","50 Below","Night",NA
"E68458","No Urgent Place","Friend(s)","Sunny",80,"10AM","Coffee House","2h","Female","50plus","Single",0,"Bachelors degree","Unemployed","Less than $12500","","never","never","less1","less1","never",1,1,0,0,1,"0","50 Above","Morning",NA
"E68869","Work","Alone","Rainy",55,"7AM","Bar","1d","Female","21","Single",0,"Associates degree","Sales & Related","$25000 - $37499","","4~8","1~3","4~8","1~3","less1",1,1,1,0,1,"1","50 Below","Morning",NA
"E69260","Home","Alone","Snowy",30,"10PM","Coffee House","2h","Male","26","Single",1,"Some High School","Unemployed","Less than $12500","","1~3","gt8","4~8","4~8","4~8",1,1,0,0,1,"0","50 Below","Night",NA
"E69489","Work","Alone","Rainy",55,"7AM","Carry out & Take away","2h","Male","21","Single",0,"Bachelors degree","Student","$25000 - $37499","","1~3","4~8","4~8","1~3","Unknown",1,1,0,1,0,"0","50 Below","Morning",NA
"E69769","Home","Alone","Rainy",55,"6PM","Bar","1d","Male","26","Single",1,"Some High School","Installation Maintenance & Repair","$12500 - $24999","","4~8","1~3","1~3","4~8","4~8",1,1,1,0,1,"0","50 Below","Evening",NA
"E69885","Work","Alone","Snowy",30,"7AM","Carry out & Take away","1d","Male","46","Single",0,"Some college - no degree","Production Occupations","Less than $12500","","4~8","4~8","1~3","less1","1~3",1,1,0,1,0,"1","50 Below","Morning",NA
"E70215","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Male","50plus","Married partner",1,"Some college - no degree","Retired","$87500 - $99999","","never","never","1~3","1~3","less1",1,1,0,0,1,"0","50 Above","Morning",NA
"E70550","No Urgent Place","Kid(s)","Sunny",80,"10AM","Bar","1d","Male","50plus","Married partner",1,"Associates degree","Management","$12500 - $24999","","4~8","4~8","4~8","gt8","gt8",1,1,0,0,1,"1","50 Above","Morning",NA
"E71866","No Urgent Place","Kid(s)","Sunny",80,"2PM","Restaurant(<20)","1d","Male","46","Married partner",1,"Graduate degree (Masters or Doctorate)","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3",1,0,0,0,1,"1","50 Below","Afternoon",NA
"E72047","Home","Partner","Sunny",30,"10PM","Carry out & Take away","2h","Male","41","Married partner",1,"Associates degree","Farming Fishing & Forestry","$25000 - $37499","","never","never","never","1~3","never",1,1,0,0,1,"1","50 Below","Night",NA
"E72189","No Urgent Place","Friend(s)","Rainy",55,"10PM","Restaurant(20-50)","2h","Male","46","Single",0,"Some college - no degree","Production Occupations","Less than $12500","","4~8","4~8","1~3","less1","1~3",1,1,0,0,1,"1","50 Below","Night",NA
"E72510","Work","Alone","Snowy",30,"7AM","Bar","1d","Female","21","Married partner",1,"Associates degree","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3",1,1,1,0,1,"0","50 Below","Morning",NA
"E72914","No Urgent Place","Alone","Sunny",80,"10AM","Restaurant(<20)","2h","Male","46","Married partner",1,"Bachelors degree","Community & Social Services","$100000 or More","","less1","never","1~3","1~3","1~3",1,0,0,0,1,"1","50 Below","Morning",NA
"E73336","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Female","26","Single",0,"Some college - no degree","Office & Administrative Support","$37500 - $49999","","4~8","4~8","4~8","4~8","less1",1,1,0,0,1,"1","50 Below","Morning",NA
"E73398","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","1d","Female","21","Single",0,"High School Graduate","Unemployed","Less than $12500","","1~3","never","4~8","1~3","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"E73598","No Urgent Place","Kid(s)","Sunny",80,"2PM","Restaurant(<20)","2h","Male","31","Married partner",1,"Bachelors degree","Computer & Mathematical","$75000 - $87499","","never","never","1~3","1~3","never",1,0,0,0,1,"1","50 Below","Afternoon",NA
"E73665","No Urgent Place","Partner","Sunny",80,"6PM","Bar","2h","Female","50plus","Married partner",0,"Some college - no degree","Unemployed","$25000 - $37499","","never","never","1~3","4~8","never",1,1,0,0,1,"0","50 Above","Evening",NA
"E73679","No Urgent Place","Friend(s)","Sunny",80,"10AM","Carry out & Take away","2h","Female","36","Divorced",1,"Graduate degree (Masters or Doctorate)","Student","$12500 - $24999","","never","gt8","gt8","gt8","1~3",1,1,0,0,1,"0","50 Below","Morning",NA
"E73809","Home","Partner","Sunny",30,"10PM","Restaurant(<20)","2h","Male","26","Unmarried partner",0,"Graduate degree (Masters or Doctorate)","Healthcare Practitioners & Technical","$25000 - $37499","","less1","Unknown","1~3","never","never",1,1,0,1,0,"1","50 Below","Night",NA
"E74085","No Urgent Place","Partner","Rainy",55,"2PM","Restaurant(<20)","2h","Female","26","Married partner",0,"Bachelors degree","Unemployed","$87500 - $99999","","1~3","less1","Unknown","less1","less1",1,1,0,0,1,"1","50 Below","Afternoon",NA
"X74203","Home","Alone","Sunny",80,"10PM","Restaurant(20-50)","1d","Male","36","Married partner",1,"Associates degree","Computer & Mathematical","$100000 or More","","never","less1","4~8","1~3","less1",1,1,0,0,1,"1","50 Below","Night",NA
"E75411","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Female","31","Single",0,"Bachelors degree","Sales & Related","$25000 - $37499","","4~8","1~3","1~3","4~8","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
